iteration,steps_collected,episode_return_mean,safe_reach_ratio,conv_eval_success_delta_w5,high_samples,low_samples,loss_high_total,loss_low_mean,loss_low_actor,loss_low_value,low_entropy,eval_n_episodes,eval_success_rate,eval_reach_rate,eval_collision_rate,eval_safe_reach_ratio,eval_min_h_agent,eval_min_h_obstacle,eval_avg_traj_length,eval_avg_skill_switches,eval_qp_feasible_rate,eval_avg_steps,eval_avg_episode_return
154.0,200.0,-1.9932875633239762,0.0,nan,10.0,200.0,0.05661499686539173,0.010481920269012335,0.0,0.0,0.0,,,,,,,,,,,,
155.0,41.0,-0.8322590446472168,0.0,nan,3.0,41.0,0.02660753531381488,0.02298494633454006,0.0,0.0,0.0,,,,,,,,,,,,
156.0,200.0,-1.980262660980225,0.0,nan,10.0,200.0,0.053035167045891285,0.011172162966067845,0.0,0.0,0.0,,,,,,,,,,,,
157.0,200.0,-1.9882400512695322,0.0,nan,10.0,200.0,0.10739371180534363,0.012598317069969198,0.0,0.0,0.0,,,,,,,,,,,,
158.0,200.0,-1.941323852539063,0.0,nan,10.0,200.0,0.0316862347535789,0.01393828289455996,0.0,0.0,0.0,,,,,,,,,,,,
159.0,200.0,-1.9957894325256356,0.0,nan,10.0,200.0,0.03993278555572033,0.010127587879123894,0.0,0.0,0.0,,,,,,,,,,,,
160.0,38.0,-0.8150218772888184,0.0,0.0,2.0,38.0,0.0003336536465212703,0.020110696078231023,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.463933944702148,2.7697257278923644,10.0,1.0,200.0,-1.9055966377258315
161.0,200.0,-1.9108796119689955,0.0,nan,10.0,200.0,0.03199031576514244,0.01276691794690123,0.0,0.0,0.0,,,,,,,,,,,,
162.0,200.0,-1.9591623306274417,0.0,nan,10.0,200.0,0.013674287823960185,0.02279400279161564,0.0,0.0,0.0,,,,,,,,,,,,
163.0,37.0,-0.8058245849609376,0.0,nan,3.0,37.0,0.02296861365903169,0.026375706237583497,0.0,0.0,0.0,,,,,,,,,,,,
164.0,34.0,-0.7479974174499512,0.0,nan,2.0,34.0,-0.103249941021204,0.014287944247103845,0.0,0.0,0.0,,,,,,,,,,,,
165.0,200.0,-1.913768386840821,0.0,nan,10.0,200.0,0.0467220526188612,0.012783775840798626,0.0,0.0,0.0,,,,,,,,,,,,
