iteration,episode_return_mean,train_success_rate,train_collision_rate,high_samples,loss_high_total,loss_high_actor,loss_high_value,high_entropy,high_approx_kl,high_clip_frac,eval_episode_return_mean,eval_success_rate,eval_collision_rate,eval_steps_mean
160.0,-0.6915326309204102,0.0,1.0,112.0,0.001198829268105328,0.0011953705688938498,4.052763733852771e-05,0.0016805455961730331,1.0834386054980882e-07,0.0,-0.6915326309204102,0.0,1.0,27.0
161.0,-0.6915326309204102,0.0,1.0,112.0,0.0015356813091784716,0.001532210735604167,4.049851804666105e-05,0.0016778336139395833,1.5025337685159457e-07,0.0,,,,
162.0,-0.6915326309204102,0.0,1.0,112.0,-0.0026803510263562202,-0.0026838649064302444,4.068772113896557e-05,0.0016830658569233492,6.270905306138275e-08,0.0,,,,
163.0,-0.6915326309204102,0.0,1.0,112.0,-0.0015315092168748379,-0.001534889219328761,4.0436711515212664e-05,0.0016838376177474856,2.0613272955216644e-07,0.0,,,,
164.0,-0.6915326309204102,0.0,1.0,112.0,-0.003555643605068326,-0.0035588855389505625,4.022022812932846e-05,0.0016865516954567283,8.040418109089842e-08,0.0,,,,
165.0,-0.6915326309204102,0.0,1.0,112.0,-0.0013251372147351503,-0.0013279723934829235,3.940500982935191e-05,0.0016867223603185266,8.443991417195207e-08,0.0,,,,
166.0,-0.6915326309204102,0.0,1.0,112.0,0.006675484357401729,0.006673344876617193,3.823019642368308e-05,0.0016975693724816665,1.213823752621579e-07,0.0,,,,
167.0,-0.6915326309204102,0.0,1.0,112.0,-0.014050555764697492,-0.014053194550797343,3.9222643408720614e-05,0.0016973642050288618,2.918144126340394e-08,0.0,,,,
168.0,-0.6915326309204102,0.0,1.0,112.0,-0.007725029136054218,-0.00772718177177012,3.8313933146127965e-05,0.001700375010841526,8.009374097284194e-08,0.0,,,,
169.0,-0.6915326309204102,0.0,1.0,112.0,-0.014146711677312851,-0.014149138703942299,3.882767077811877e-05,0.0016987353446893394,1.7601996704641465e-07,0.0,,,,
170.0,-0.6915326309204102,0.0,1.0,112.0,-0.0010735037503764033,-0.0010751053923740983,3.7308606351871276e-05,0.001705290618701838,5.7121117613689876e-08,0.0,,,,
171.0,-0.6915326309204102,0.0,1.0,112.0,0.011178110347827896,0.011176469910424203,3.742007879736775e-05,0.0017071253678295761,1.8253922640099063e-07,0.0,,,,
172.0,-0.6915326309204102,0.0,1.0,112.0,-0.0034467473160475492,-0.0034481047187000513,3.6919518606737256e-05,0.0017102601850638166,1.4994293451309204e-07,0.0,,,,
173.0,-0.6915326309204102,0.0,1.0,112.0,-0.0038566631264984608,-0.0038576701190322638,3.626564375736052e-05,0.001712583121843636,7.326404283247712e-08,0.0,,,,
174.0,-0.6915326309204102,0.0,1.0,112.0,0.004899741616100073,0.004898803774267435,3.6207082757755416e-05,0.0017164741148008034,1.3162692269474974e-07,0.0,,,,
175.0,-0.6915326309204102,0.0,1.0,112.0,-0.009455271530896425,-0.009456445463001728,3.672367120088893e-05,0.0017188201745739207,7.636845111846924e-08,0.0,,,,
176.0,-0.6915326309204102,0.0,1.0,112.0,-0.0029568891040980816,-0.0029573707142844796,3.5366540714676376e-05,0.0017200920410687104,1.465280847767758e-07,0.0,,,,
177.0,-0.6915326309204102,0.0,1.0,112.0,-0.005911529995501041,-0.005911837797611952,3.5144824323651846e-05,0.001726363116176799,1.2790163417264466e-07,0.0,,,,
178.0,-0.6915326309204102,0.0,1.0,112.0,-0.001155366888269782,-0.0011556106619536877,3.49896856732812e-05,0.001725042864563875,2.2941579658208866e-07,0.0,,,,
179.0,-0.6915326309204102,0.0,1.0,112.0,-0.007313198177143931,-0.007313464535400271,3.5100259538012324e-05,0.0017282992193941027,5.029141902923584e-08,0.0,,,,
180.0,-0.6915326309204102,0.0,1.0,112.0,0.0007583090919069946,0.0007582994876429439,3.465337704255944e-05,0.0017316750017926097,6.643434380393387e-08,0.0,-0.6915326309204102,0.0,1.0,27.0
181.0,-0.6915326309204102,0.0,1.0,112.0,-0.003048356273211539,-0.0030488278716802597,3.5622583482108894e-05,0.0017339473561150953,1.583248350200961e-07,0.0,,,,
182.0,-0.6915326309204102,0.0,1.0,112.0,0.002631905605085194,0.002632067655213177,3.4437083968441584e-05,0.001737964732456021,6.953875164583678e-08,0.0,,,,
183.0,-0.6915326309204102,0.0,1.0,112.0,0.005794844124466181,0.0057956858072429895,3.31486673985637e-05,0.0017418211209587753,1.6825894633143434e-07,0.0,,,,
184.0,-0.6915326309204102,0.0,1.0,112.0,-0.003191536758095026,-0.003191318828612566,3.4482145792935626e-05,0.0017460106028011069,1.421819115776657e-07,0.0,,,,
185.0,-0.6915326309204102,0.0,1.0,112.0,-0.0025128566194325686,-0.0025119921192526817,3.313856132081128e-05,0.0017432848399039358,1.3038516222252383e-07,0.0,,,,
186.0,-0.6915326309204102,0.0,1.0,112.0,-0.005974364932626486,-0.0059732088120654225,3.2708299841033295e-05,0.001751078714733012,1.0399768823887712e-07,0.0,,,,
187.0,-0.6915326309204102,0.0,1.0,112.0,0.00947019481100142,0.009471375495195389,3.2691144951968454e-05,0.001752735348418355,1.0058283761438247e-07,0.0,,,,
188.0,-0.6915326309204102,0.0,1.0,112.0,-0.0024489755742251873,-0.0024472884833812714,3.1812013276066864e-05,0.0017592485673958436,1.2386590242385864e-07,0.0,,,,
189.0,-0.6915326309204102,0.0,1.0,112.0,0.012485291808843613,0.01248718611896038,3.138845977446181e-05,0.0017589283088454977,1.729155574281549e-07,0.0,,,,
190.0,-0.6915326309204102,0.0,1.0,112.0,0.0062563184183090925,0.0062580895610153675,3.173112440890691e-05,0.001763837004546076,1.8098701737301326e-07,0.0,,,,
191.0,-0.6915326309204102,0.0,1.0,112.0,-0.005768979932327056,-0.005766883958131075,3.116778520961816e-05,0.0017681046883808449,5.8673322200775146e-08,0.0,,,,
192.0,-0.6915326309204102,0.0,1.0,112.0,0.003766205394640565,0.0037679472006857395,3.191857763340522e-05,0.0017698406736599281,9.406358092434175e-08,0.0,,,,
193.0,-0.6915326309204102,0.0,1.0,112.0,-0.0013020756305195391,-0.0012999203172512352,3.115934350716998e-05,0.00177349204022903,1.598770413835382e-07,0.0,,,,
194.0,-0.6934698724746704,0.0,1.0,109.0,-0.009558967547491193,-0.009585251798853278,8.143493596435292e-05,0.0014433136529987678,0.003000032280851883,0.004730902845039964,,,,
195.0,-0.6915326309204102,0.0,1.0,112.0,0.0008833826286718249,0.0008196186972782016,0.0001471607174607925,0.0009817020181799307,-1.1155071319990384e-05,0.0,,,,
196.0,-0.6915326309204102,0.0,1.0,112.0,-0.0034188783865829464,-0.0034656227799132466,0.00011030474070139462,0.0008408755456912331,-3.4530336421312313e-06,0.0,,,,
197.0,-0.6915326309204102,0.0,1.0,112.0,-0.004083472304046154,-0.004101498052477837,5.196757456360501e-05,0.0007958019123179838,-1.0607764036052458e-06,0.0,,,,
198.0,-0.6915326309204102,0.0,1.0,112.0,0.006789426552131772,0.006778330774977803,3.7806928958161734e-05,0.0007806222274666652,-4.889443516731262e-07,0.0,,,,
199.0,-0.6915326309204102,0.0,1.0,112.0,-0.002871561096981168,-0.0028839458245784044,4.025865609946777e-05,0.0007744637041469105,-1.3380001195884006e-07,0.0,,,,
200.0,-0.6915326309204102,0.0,1.0,112.0,-0.00686890073120594,-0.0068812749814242125,4.015470358353923e-05,0.0007702324510319158,-3.2906730673687434e-08,0.0,-0.6915326309204102,0.0,1.0,27.0
