iteration,n_rounds,skill_ids,skill_names,t_start,t_end
69,14,"[2, 0, 2, 3, 2, 0, 2, 0, 4, 2, 4, 0, 1, 0]","[""accelerate"", ""turn_left"", ""accelerate"", ""decelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""turn_left"", ""cruise"", ""accelerate"", ""cruise"", ""turn_left"", ""turn_right"", ""turn_left""]","[0, 20, 40, 60, 72, 92, 106, 114, 128, 148, 149, 169, 184, 196]","[20, 40, 60, 72, 92, 106, 114, 128, 148, 149, 169, 184, 196, 200]"
70,12,"[4, 2, 0, 0, 0, 2, 3, 2, 3, 1, 2, 0]","[""cruise"", ""accelerate"", ""turn_left"", ""turn_left"", ""turn_left"", ""accelerate"", ""decelerate"", ""accelerate"", ""decelerate"", ""turn_right"", ""accelerate"", ""turn_left""]","[0, 20, 40, 50, 62, 78, 98, 118, 138, 158, 178, 194]","[20, 40, 50, 62, 78, 98, 118, 138, 158, 178, 194, 200]"
71,12,"[1, 4, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0]","[""turn_right"", ""cruise"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""turn_left"", ""turn_left"", ""turn_left"", ""turn_left""]","[0, 5, 25, 45, 59, 60, 61, 62, 74, 87, 102, 119]","[5, 25, 45, 59, 60, 61, 62, 74, 87, 102, 119, 132]"
72,14,"[1, 2, 2, 0, 3, 4, 2, 2, 4, 4, 2, 4, 2, 4]","[""turn_right"", ""accelerate"", ""accelerate"", ""turn_left"", ""decelerate"", ""cruise"", ""accelerate"", ""accelerate"", ""cruise"", ""cruise"", ""accelerate"", ""cruise"", ""accelerate"", ""cruise""]","[0, 5, 25, 45, 65, 74, 94, 114, 119, 139, 159, 160, 180, 181]","[5, 25, 45, 65, 74, 94, 114, 119, 139, 159, 160, 180, 181, 189]"
73,14,"[2, 2, 1, 1, 0, 2, 2, 2, 0, 0, 4, 2, 1, 4]","[""accelerate"", ""accelerate"", ""turn_right"", ""turn_right"", ""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""turn_left"", ""cruise"", ""accelerate"", ""turn_right"", ""cruise""]","[0, 20, 40, 44, 52, 72, 92, 98, 99, 113, 126, 146, 166, 180]","[20, 40, 44, 52, 72, 92, 98, 99, 113, 126, 146, 166, 180, 200]"
74,8,"[4, 2, 0, 2, 0, 0, 0, 0]","[""cruise"", ""accelerate"", ""turn_left"", ""accelerate"", ""turn_left"", ""turn_left"", ""turn_left"", ""turn_left""]","[0, 20, 40, 56, 76, 91, 107, 124]","[20, 40, 56, 76, 91, 107, 124, 138]"
75,11,"[0, 2, 2, 1, 2, 1, 0, 2, 0, 4, 4]","[""turn_left"", ""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""turn_right"", ""turn_left"", ""accelerate"", ""turn_left"", ""cruise"", ""cruise""]","[0, 5, 25, 45, 65, 75, 89, 104, 112, 127, 147]","[5, 25, 45, 65, 75, 89, 104, 112, 127, 147, 161]"
76,9,"[0, 2, 0, 0, 1, 0, 0, 4, 0]","[""turn_left"", ""accelerate"", ""turn_left"", ""turn_left"", ""turn_right"", ""turn_left"", ""turn_left"", ""cruise"", ""turn_left""]","[0, 3, 23, 41, 61, 79, 99, 119, 139]","[3, 23, 41, 61, 79, 99, 119, 139, 157]"
77,13,"[1, 2, 2, 1, 0, 1, 4, 2, 0, 0, 0, 4, 4]","[""turn_right"", ""accelerate"", ""accelerate"", ""turn_right"", ""turn_left"", ""turn_right"", ""cruise"", ""accelerate"", ""turn_left"", ""turn_left"", ""turn_left"", ""cruise"", ""cruise""]","[0, 5, 25, 45, 62, 76, 93, 113, 132, 146, 161, 176, 196]","[5, 25, 45, 62, 76, 93, 113, 132, 146, 161, 176, 196, 200]"
78,11,"[2, 2, 1, 2, 1, 0, 0, 0, 4, 2, 4]","[""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""turn_right"", ""turn_left"", ""turn_left"", ""turn_left"", ""cruise"", ""accelerate"", ""cruise""]","[0, 20, 31, 50, 60, 74, 85, 96, 107, 127, 147]","[20, 31, 50, 60, 74, 85, 96, 107, 127, 147, 155]"
79,11,"[0, 2, 2, 2, 4, 2, 0, 0, 1, 4, 1]","[""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""cruise"", ""accelerate"", ""turn_left"", ""turn_left"", ""turn_right"", ""cruise"", ""turn_right""]","[0, 3, 23, 43, 46, 66, 67, 78, 89, 107, 127]","[3, 23, 43, 46, 66, 67, 78, 89, 107, 127, 131]"
80,11,"[4, 2, 0, 2, 0, 2, 2, 0, 0, 1, 1]","[""cruise"", ""accelerate"", ""turn_left"", ""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""turn_left"", ""turn_left"", ""turn_right"", ""turn_right""]","[0, 20, 40, 49, 63, 74, 75, 76, 89, 104, 115]","[20, 40, 49, 63, 74, 75, 76, 89, 104, 115, 123]"
81,11,"[4, 2, 0, 1, 1, 1, 4, 0, 2, 0, 1]","[""cruise"", ""accelerate"", ""turn_left"", ""turn_right"", ""turn_right"", ""turn_right"", ""cruise"", ""turn_left"", ""accelerate"", ""turn_left"", ""turn_right""]","[0, 20, 40, 49, 62, 82, 102, 122, 132, 133, 143]","[20, 40, 49, 62, 82, 102, 122, 132, 133, 143, 152]"
82,16,"[2, 0, 0, 4, 4, 2, 2, 2, 1, 0, 1, 2, 2, 1, 0, 1]","[""accelerate"", ""turn_left"", ""turn_left"", ""cruise"", ""cruise"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""turn_left"", ""turn_right"", ""accelerate"", ""accelerate"", ""turn_right"", ""turn_left"", ""turn_right""]","[0, 20, 28, 40, 60, 80, 95, 96, 97, 117, 127, 147, 148, 149, 169, 179]","[20, 28, 40, 60, 80, 95, 96, 97, 117, 127, 147, 148, 149, 169, 179, 197]"
83,12,"[0, 2, 4, 0, 0, 1, 1, 2, 0, 2, 0, 0]","[""turn_left"", ""accelerate"", ""cruise"", ""turn_left"", ""turn_left"", ""turn_right"", ""turn_right"", ""accelerate"", ""turn_left"", ""accelerate"", ""turn_left"", ""turn_left""]","[0, 3, 23, 43, 55, 75, 89, 103, 118, 129, 130, 143]","[3, 23, 43, 55, 75, 89, 103, 118, 129, 130, 143, 149]"
84,14,"[0, 0, 0, 1, 2, 2, 1, 1, 1, 0, 1, 4, 4, 1]","[""turn_left"", ""turn_left"", ""turn_left"", ""turn_right"", ""accelerate"", ""accelerate"", ""turn_right"", ""turn_right"", ""turn_right"", ""turn_left"", ""turn_right"", ""cruise"", ""cruise"", ""turn_right""]","[0, 20, 25, 33, 45, 65, 71, 88, 107, 127, 138, 158, 178, 198]","[20, 25, 33, 45, 65, 71, 88, 107, 127, 138, 158, 178, 198, 200]"
85,16,"[2, 2, 2, 2, 2, 2, 2, 0, 1, 3, 2, 1, 4, 2, 2, 2]","[""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""turn_right"", ""decelerate"", ""accelerate"", ""turn_right"", ""cruise"", ""accelerate"", ""accelerate"", ""accelerate""]","[0, 11, 12, 13, 14, 15, 16, 17, 22, 38, 58, 78, 93, 113, 133, 153]","[11, 12, 13, 14, 15, 16, 17, 22, 38, 58, 78, 93, 113, 133, 153, 156]"
86,18,"[0, 2, 2, 1, 1, 2, 0, 2, 2, 2, 2, 3, 2, 2, 1, 1, 0, 1]","[""turn_left"", ""accelerate"", ""accelerate"", ""turn_right"", ""turn_right"", ""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""decelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""turn_right"", ""turn_left"", ""turn_right""]","[0, 2, 22, 42, 62, 82, 100, 110, 112, 113, 114, 115, 132, 151, 152, 165, 180, 194]","[2, 22, 42, 62, 82, 100, 110, 112, 113, 114, 115, 132, 151, 152, 165, 180, 194, 200]"
87,16,"[0, 2, 4, 2, 1, 1, 2, 2, 0, 0, 2, 2, 1, 1, 2, 0]","[""turn_left"", ""accelerate"", ""cruise"", ""accelerate"", ""turn_right"", ""turn_right"", ""accelerate"", ""accelerate"", ""turn_left"", ""turn_left"", ""accelerate"", ""accelerate"", ""turn_right"", ""turn_right"", ""accelerate"", ""turn_left""]","[0, 3, 23, 43, 63, 83, 103, 123, 129, 142, 157, 158, 159, 177, 192, 195]","[3, 23, 43, 63, 83, 103, 123, 129, 142, 157, 158, 159, 177, 192, 195, 200]"
88,16,"[2, 1, 3, 2, 2, 2, 1, 2, 2, 4, 4, 3, 4, 2, 4, 0]","[""accelerate"", ""turn_right"", ""decelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""accelerate"", ""cruise"", ""cruise"", ""decelerate"", ""cruise"", ""accelerate"", ""cruise"", ""turn_left""]","[0, 11, 23, 38, 58, 61, 62, 79, 80, 81, 101, 121, 136, 156, 176, 196]","[11, 23, 38, 58, 61, 62, 79, 80, 81, 101, 121, 136, 156, 176, 196, 200]"
89,23,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 2, 2, 2, 0, 0, 2, 1, 0, 4, 1, 0, 4]","[""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""turn_left"", ""accelerate"", ""turn_right"", ""turn_left"", ""cruise"", ""turn_right"", ""turn_left"", ""cruise""]","[0, 20, 40, 60, 62, 63, 64, 65, 66, 67, 80, 81, 82, 83, 84, 97, 111, 112, 129, 144, 164, 182, 197]","[20, 40, 60, 62, 63, 64, 65, 66, 67, 80, 81, 82, 83, 84, 97, 111, 112, 129, 144, 164, 182, 197, 200]"
90,3,"[2, 2, 4]","[""accelerate"", ""accelerate"", ""cruise""]","[0, 10, 11]","[10, 11, 26]"
91,6,"[2, 2, 2, 1, 2, 4]","[""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""cruise""]","[0, 11, 12, 13, 23, 24]","[11, 12, 13, 23, 24, 30]"
92,2,"[2, 4]","[""accelerate"", ""cruise""]","[0, 12]","[12, 30]"
93,17,"[2, 0, 2, 1, 0, 3, 2, 2, 0, 4, 0, 2, 1, 2, 1, 4, 4]","[""accelerate"", ""turn_left"", ""accelerate"", ""turn_right"", ""turn_left"", ""decelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""cruise"", ""turn_left"", ""accelerate"", ""turn_right"", ""accelerate"", ""turn_right"", ""cruise"", ""cruise""]","[0, 11, 21, 23, 43, 50, 58, 78, 83, 93, 113, 123, 125, 137, 143, 155, 175]","[11, 21, 23, 43, 50, 58, 78, 83, 93, 113, 123, 125, 137, 143, 155, 175, 179]"
94,13,"[1, 0, 2, 2, 3, 2, 1, 2, 1, 1, 2, 4, 4]","[""turn_right"", ""turn_left"", ""accelerate"", ""accelerate"", ""decelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""turn_right"", ""turn_right"", ""accelerate"", ""cruise"", ""cruise""]","[0, 20, 40, 60, 80, 96, 116, 134, 135, 155, 175, 176, 196]","[20, 40, 60, 80, 96, 116, 134, 135, 155, 175, 176, 196, 200]"
95,16,"[0, 0, 2, 2, 1, 2, 2, 2, 2, 2, 1, 0, 0, 4, 0, 4]","[""turn_left"", ""turn_left"", ""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""turn_left"", ""turn_left"", ""cruise"", ""turn_left"", ""cruise""]","[0, 7, 15, 35, 55, 75, 95, 114, 115, 116, 117, 129, 143, 157, 177, 191]","[7, 15, 35, 55, 75, 95, 114, 115, 116, 117, 129, 143, 157, 177, 191, 200]"
96,16,"[0, 2, 2, 2, 2, 1, 2, 2, 3, 2, 0, 2, 0, 4, 1, 4]","[""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""accelerate"", ""decelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""turn_left"", ""cruise"", ""turn_right"", ""cruise""]","[0, 5, 25, 45, 65, 71, 84, 86, 87, 107, 127, 138, 145, 156, 176, 187]","[5, 25, 45, 65, 71, 84, 86, 87, 107, 127, 138, 145, 156, 176, 187, 200]"
97,18,"[1, 2, 2, 1, 3, 2, 0, 2, 4, 1, 2, 2, 0, 2, 2, 0, 4, 1]","[""turn_right"", ""accelerate"", ""accelerate"", ""turn_right"", ""decelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""cruise"", ""turn_right"", ""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""turn_left"", ""cruise"", ""turn_right""]","[0, 3, 23, 43, 63, 77, 97, 107, 112, 132, 144, 146, 147, 158, 159, 160, 171, 191]","[3, 23, 43, 63, 77, 97, 107, 112, 132, 144, 146, 147, 158, 159, 160, 171, 191, 200]"
98,13,"[1, 2, 2, 0, 2, 0, 2, 4, 4, 4, 2, 4, 4]","[""turn_right"", ""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""turn_left"", ""accelerate"", ""cruise"", ""cruise"", ""cruise"", ""accelerate"", ""cruise"", ""cruise""]","[0, 4, 24, 44, 64, 77, 89, 92, 112, 132, 152, 172, 192]","[4, 24, 44, 64, 77, 89, 92, 112, 132, 152, 172, 192, 194]"
99,14,"[2, 1, 2, 0, 2, 0, 1, 1, 2, 4, 1, 1, 1, 0]","[""accelerate"", ""turn_right"", ""accelerate"", ""turn_left"", ""accelerate"", ""turn_left"", ""turn_right"", ""turn_right"", ""accelerate"", ""cruise"", ""turn_right"", ""turn_right"", ""turn_right"", ""turn_left""]","[0, 20, 40, 60, 70, 86, 97, 109, 120, 124, 144, 157, 171, 187]","[20, 40, 60, 70, 86, 97, 109, 120, 124, 144, 157, 171, 187, 200]"
100,16,"[0, 1, 2, 2, 0, 2, 2, 2, 2, 1, 2, 4, 4, 0, 2, 4]","[""turn_left"", ""turn_right"", ""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""cruise"", ""cruise"", ""turn_left"", ""accelerate"", ""cruise""]","[0, 5, 25, 45, 65, 82, 94, 95, 96, 97, 111, 112, 132, 152, 167, 168]","[5, 25, 45, 65, 82, 94, 95, 96, 97, 111, 112, 132, 152, 167, 168, 182]"
101,18,"[3, 2, 1, 2, 0, 2, 2, 4, 2, 3, 3, 2, 2, 0, 4, 2, 4, 4]","[""decelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""cruise"", ""accelerate"", ""decelerate"", ""decelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""cruise"", ""accelerate"", ""cruise"", ""cruise""]","[0, 7, 27, 43, 55, 66, 70, 71, 91, 92, 112, 119, 135, 136, 154, 174, 175, 195]","[7, 27, 43, 55, 66, 70, 71, 91, 92, 112, 119, 135, 136, 154, 174, 175, 195, 200]"
102,12,"[4, 3, 2, 1, 4, 1, 1, 2, 4, 1, 4, 4]","[""cruise"", ""decelerate"", ""accelerate"", ""turn_right"", ""cruise"", ""turn_right"", ""turn_right"", ""accelerate"", ""cruise"", ""turn_right"", ""cruise"", ""cruise""]","[0, 20, 25, 45, 65, 85, 105, 125, 145, 165, 178, 198]","[20, 25, 45, 65, 85, 105, 125, 145, 165, 178, 198, 200]"
103,14,"[1, 2, 2, 4, 2, 0, 2, 2, 0, 3, 4, 2, 0, 4]","[""turn_right"", ""accelerate"", ""accelerate"", ""cruise"", ""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""turn_left"", ""decelerate"", ""cruise"", ""accelerate"", ""turn_left"", ""cruise""]","[0, 3, 23, 43, 63, 78, 94, 95, 96, 111, 130, 150, 168, 183]","[3, 23, 43, 63, 78, 94, 95, 96, 111, 130, 150, 168, 183, 200]"
104,12,"[2, 1, 4, 2, 1, 1, 1, 2, 1, 4, 4, 4]","[""accelerate"", ""turn_right"", ""cruise"", ""accelerate"", ""turn_right"", ""turn_right"", ""turn_right"", ""accelerate"", ""turn_right"", ""cruise"", ""cruise"", ""cruise""]","[0, 20, 40, 60, 80, 94, 109, 127, 135, 147, 167, 187]","[20, 40, 60, 80, 94, 109, 127, 135, 147, 167, 187, 200]"
105,15,"[1, 2, 1, 0, 0, 0, 2, 0, 0, 1, 0, 4, 0, 0, 4]","[""turn_right"", ""accelerate"", ""turn_right"", ""turn_left"", ""turn_left"", ""turn_left"", ""accelerate"", ""turn_left"", ""turn_left"", ""turn_right"", ""turn_left"", ""cruise"", ""turn_left"", ""turn_left"", ""cruise""]","[0, 3, 23, 33, 53, 72, 87, 100, 113, 125, 138, 150, 170, 182, 195]","[3, 23, 33, 53, 72, 87, 100, 113, 125, 138, 150, 170, 182, 195, 200]"
106,13,"[1, 4, 2, 0, 0, 2, 0, 0, 1, 2, 4, 2, 4]","[""turn_right"", ""cruise"", ""accelerate"", ""turn_left"", ""turn_left"", ""accelerate"", ""turn_left"", ""turn_left"", ""turn_right"", ""accelerate"", ""cruise"", ""accelerate"", ""cruise""]","[0, 3, 23, 43, 63, 81, 95, 109, 122, 134, 140, 160, 180]","[3, 23, 43, 63, 81, 95, 109, 122, 134, 140, 160, 180, 200]"
107,17,"[3, 2, 1, 3, 2, 0, 0, 1, 4, 2, 2, 2, 2, 2, 4, 4, 0]","[""decelerate"", ""accelerate"", ""turn_right"", ""decelerate"", ""accelerate"", ""turn_left"", ""turn_left"", ""turn_right"", ""cruise"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""cruise"", ""cruise"", ""turn_left""]","[0, 4, 24, 38, 58, 78, 90, 101, 113, 133, 142, 143, 144, 145, 146, 166, 186]","[4, 24, 38, 58, 78, 90, 101, 113, 133, 142, 143, 144, 145, 146, 166, 186, 200]"
108,14,"[4, 0, 0, 2, 0, 4, 1, 2, 1, 0, 1, 4, 1, 4]","[""cruise"", ""turn_left"", ""turn_left"", ""accelerate"", ""turn_left"", ""cruise"", ""turn_right"", ""accelerate"", ""turn_right"", ""turn_left"", ""turn_right"", ""cruise"", ""turn_right"", ""cruise""]","[0, 20, 26, 33, 53, 65, 85, 105, 115, 129, 139, 153, 173, 184]","[20, 26, 33, 53, 65, 85, 105, 115, 129, 139, 153, 173, 184, 200]"
109,13,"[1, 2, 3, 2, 0, 0, 0, 2, 2, 3, 4, 2, 4]","[""turn_right"", ""accelerate"", ""decelerate"", ""accelerate"", ""turn_left"", ""turn_left"", ""turn_left"", ""accelerate"", ""accelerate"", ""decelerate"", ""cruise"", ""accelerate"", ""cruise""]","[0, 4, 24, 34, 54, 67, 87, 107, 123, 124, 144, 164, 182]","[4, 24, 34, 54, 67, 87, 107, 123, 124, 144, 164, 182, 200]"
110,13,"[0, 3, 4, 2, 0, 3, 2, 2, 2, 0, 0, 2, 1]","[""turn_left"", ""decelerate"", ""cruise"", ""accelerate"", ""turn_left"", ""decelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""turn_left"", ""accelerate"", ""turn_right""]","[0, 9, 12, 32, 52, 64, 74, 94, 114, 134, 154, 174, 194]","[9, 12, 32, 52, 64, 74, 94, 114, 134, 154, 174, 194, 200]"
111,14,"[1, 2, 0, 0, 0, 0, 2, 2, 3, 2, 2, 0, 4, 4]","[""turn_right"", ""accelerate"", ""turn_left"", ""turn_left"", ""turn_left"", ""turn_left"", ""accelerate"", ""accelerate"", ""decelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""cruise"", ""cruise""]","[0, 3, 23, 42, 60, 76, 93, 110, 111, 129, 149, 154, 169, 189]","[3, 23, 42, 60, 76, 93, 110, 111, 129, 149, 154, 169, 189, 200]"
112,17,"[3, 2, 1, 2, 4, 2, 0, 2, 3, 2, 0, 2, 0, 0, 0, 4, 2]","[""decelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""cruise"", ""accelerate"", ""turn_left"", ""accelerate"", ""decelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""turn_left"", ""turn_left"", ""turn_left"", ""cruise"", ""accelerate""]","[0, 4, 24, 33, 44, 64, 65, 78, 79, 98, 118, 134, 136, 150, 158, 165, 185]","[4, 24, 33, 44, 64, 65, 78, 79, 98, 118, 134, 136, 150, 158, 165, 185, 200]"
113,12,"[0, 2, 2, 1, 1, 1, 2, 4, 4, 4, 4, 4]","[""turn_left"", ""accelerate"", ""accelerate"", ""turn_right"", ""turn_right"", ""turn_right"", ""accelerate"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise""]","[0, 12, 32, 52, 67, 80, 97, 110, 130, 150, 170, 190]","[12, 32, 52, 67, 80, 97, 110, 130, 150, 170, 190, 200]"
114,16,"[0, 0, 2, 0, 1, 1, 1, 0, 1, 2, 0, 0, 4, 2, 2, 0]","[""turn_left"", ""turn_left"", ""accelerate"", ""turn_left"", ""turn_right"", ""turn_right"", ""turn_right"", ""turn_left"", ""turn_right"", ""accelerate"", ""turn_left"", ""turn_left"", ""cruise"", ""accelerate"", ""accelerate"", ""turn_left""]","[0, 9, 18, 38, 49, 69, 83, 93, 102, 110, 130, 144, 157, 177, 186, 187]","[9, 18, 38, 49, 69, 83, 93, 102, 110, 130, 144, 157, 177, 186, 187, 200]"
115,16,"[0, 0, 0, 1, 2, 0, 0, 4, 1, 1, 1, 2, 1, 1, 1, 0]","[""turn_left"", ""turn_left"", ""turn_left"", ""turn_right"", ""accelerate"", ""turn_left"", ""turn_left"", ""cruise"", ""turn_right"", ""turn_right"", ""turn_right"", ""accelerate"", ""turn_right"", ""turn_right"", ""turn_right"", ""turn_left""]","[0, 4, 7, 11, 31, 51, 60, 72, 92, 109, 125, 140, 151, 165, 179, 193]","[4, 7, 11, 31, 51, 60, 72, 92, 109, 125, 140, 151, 165, 179, 193, 200]"
116,15,"[0, 0, 2, 2, 0, 1, 1, 1, 1, 1, 1, 2, 1, 4, 4]","[""turn_left"", ""turn_left"", ""accelerate"", ""accelerate"", ""turn_left"", ""turn_right"", ""turn_right"", ""turn_right"", ""turn_right"", ""turn_right"", ""turn_right"", ""accelerate"", ""turn_right"", ""cruise"", ""cruise""]","[0, 5, 10, 30, 50, 61, 81, 98, 113, 125, 135, 144, 161, 173, 193]","[5, 10, 30, 50, 61, 81, 98, 113, 125, 135, 144, 161, 173, 193, 200]"
117,16,"[1, 2, 2, 2, 2, 1, 4, 0, 2, 3, 4, 2, 2, 4, 0, 4]","[""turn_right"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""cruise"", ""turn_left"", ""accelerate"", ""decelerate"", ""cruise"", ""accelerate"", ""accelerate"", ""cruise"", ""turn_left"", ""cruise""]","[0, 4, 24, 44, 45, 46, 58, 78, 93, 98, 118, 138, 158, 160, 180, 194]","[4, 24, 44, 45, 46, 58, 78, 93, 98, 118, 138, 158, 160, 180, 194, 200]"
118,18,"[1, 2, 4, 2, 0, 2, 2, 4, 2, 4, 2, 0, 0, 2, 2, 4, 4, 4]","[""turn_right"", ""accelerate"", ""cruise"", ""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""cruise"", ""accelerate"", ""cruise"", ""accelerate"", ""turn_left"", ""turn_left"", ""accelerate"", ""accelerate"", ""cruise"", ""cruise"", ""cruise""]","[0, 3, 23, 43, 52, 64, 67, 68, 88, 89, 109, 110, 123, 138, 139, 140, 160, 180]","[3, 23, 43, 52, 64, 67, 68, 88, 89, 109, 110, 123, 138, 139, 140, 160, 180, 200]"
119,3,"[2, 0, 2]","[""accelerate"", ""turn_left"", ""accelerate""]","[0, 12, 21]","[12, 21, 30]"
120,9,"[1, 2, 1, 1, 1, 1, 2, 1, 0]","[""turn_right"", ""accelerate"", ""turn_right"", ""turn_right"", ""turn_right"", ""turn_right"", ""accelerate"", ""turn_right"", ""turn_left""]","[0, 4, 24, 33, 43, 55, 71, 91, 111]","[4, 24, 33, 43, 55, 71, 91, 111, 126]"
121,15,"[1, 2, 1, 0, 1, 2, 0, 2, 0, 2, 4, 4, 4, 1, 1]","[""turn_right"", ""accelerate"", ""turn_right"", ""turn_left"", ""turn_right"", ""accelerate"", ""turn_left"", ""accelerate"", ""turn_left"", ""accelerate"", ""cruise"", ""cruise"", ""cruise"", ""turn_right"", ""turn_right""]","[0, 5, 25, 34, 48, 57, 77, 87, 95, 108, 109, 129, 149, 169, 189]","[5, 25, 34, 48, 57, 77, 87, 95, 108, 109, 129, 149, 169, 189, 200]"
